Age,Attrition,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,BusinessTravel_Travel_Frequently,JobRole_Sales Representative,MaritalStatus_Single,OverTime_Yes,EngagementScore,TenureCategory_Senior,TenureCategory_Veteran
0.5634663806909778,1,-0.6560592745909929,0.3784070253557006,0.1765837713204426,1.1479561495819623,0.1477227327907279,-0.9254007325196484,-0.3093711654829352,-0.0710153423957056,-0.0058294063954284,0.3125580386802622,False,False,True,True,-1.4831770798837216,False,False
1.4719805450393315,0,0.2610710103011582,-1.0197399130157712,0.1765837713204426,-0.6673540997861319,-0.1123245295309603,0.2332727608290527,-0.0054904697966909,0.70090292845461,0.872467823849125,0.8963441274549668,True,False,False,False,-0.4793756916369207,False,False
0.1092092985168009,1,1.1782012951933094,-1.0197399130157712,-1.0029610262683273,0.2403010248979152,-1.028365870733663,-0.9254007325196484,-0.4613115133260573,-1.2288927486711791,-1.1768923800548332,-1.1469071832564992,False,False,True,True,-0.4793756916369207,False,False
-0.3450477836573759,0,1.1782012951933094,0.3784070253557006,-1.0029610262683273,0.2403010248979152,-0.7815771015083295,-0.9254007325196484,-0.3093711654829352,0.3149437930294522,0.872467823849125,-1.1469071832564992,True,False,False,True,0.509294734350057,False,False
-1.0264334069186412,0,-1.573189559483144,0.3784070253557006,-1.0029610262683273,-0.6673540997861319,-0.6131339733069116,0.2332727608290527,-0.6132518611691794,-0.8429336132460213,-0.5913608932251309,-0.5631210944817947,False,False,False,False,0.509294734350057,False,False
-0.45861205420092,0,1.1782012951933094,0.3784070253557006,-1.0029610262683273,1.1479561495819623,-0.7336657287283198,-0.9254007325196484,-0.3093711654829352,0.1219642253168732,0.872467823849125,0.6044510830676145,True,False,True,False,-0.4869411727668323,False,False
2.6076232504747736,0,0.2610710103011582,1.7765539637271726,-1.0029610262683273,-1.575009224470179,-0.853594825372621,2.550619747526455,0.2983902258895533,-1.0359131809586002,-1.1768923800548332,-1.1469071832564992,False,False,False,True,0.5017292532201456,False,False
-0.6857405952880085,0,1.1782012951933094,0.3784070253557006,-1.0029610262683273,0.2403010248979152,-0.84666424943589,0.2332727608290527,-1.37295360038479,-1.0359131809586002,-1.1768923800548332,-1.1469071832564992,False,False,False,False,0.509294734350057,False,False
0.2227735690603451,0,1.1782012951933094,-1.0197399130157712,1.3561285689092124,0.2403010248979152,1.212319462550316,-0.9254007325196484,-0.0054904697966909,0.5079233607420311,0.872467823849125,1.188237171842319,True,False,True,False,-0.4793756916369207,False,False
-0.0043549720267432,0,0.2610710103011582,0.3784070253557006,0.1765837713204426,0.2403010248979152,-0.0800822849557336,1.391946254177754,1.058091965105164,0.1219642253168732,0.872467823849125,0.8963441274549668,False,False,False,False,-0.4869411727668323,False,False
-0.1179192425702874,0,-1.573189559483144,1.7765539637271726,-1.0029610262683273,-0.6673540997861319,-0.92711919617968,0.2332727608290527,-0.6132518611691794,-0.2639949101082846,-0.0058294063954284,-0.2712280500944423,False,False,False,False,1.497965160337035,False,False
