Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Gender_Male,OverTime_Yes
0.5634663806909778,1,0.7432240017881081,-1.0274308185554673,-0.8847969712710111,-0.6560592745909929,1.3840366143356926,0.37840702535570064,0.1765837713204426,1.1479561495819623,0.1477227327907279,0.7202363976722049,2.1568175118626107,-1.1644639717107754,-0.42807250939347835,-1.5739990105569672,-0.9254007325196485,-0.3093711654829352,-2.1555551719018555,-2.475869879301206,-0.07101534239570564,-0.005829406395428478,-0.6683591089246615,0.3125580386802622,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
1.4719805450393315,0,-1.297186888486472,-0.1662180554215485,-1.8594392889342857,0.26107101030115826,-0.2450898171219459,-1.0197399130157712,0.1765837713204426,-0.6673540997861319,-0.11232452953096035,1.4816298466184135,-0.6576603301225281,2.126860980117909,2.3360528369758367,1.2002765418458676,0.2332727608290527,-0.00549046979669098,0.1556726718769394,0.3418217332312617,0.70090292845461,0.872467823849125,-0.3272620251076344,0.8963441274549668,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0.10920929851680099,1,1.4150968465808311,-0.9044004238220503,-0.8847969712710111,1.1782012951933094,1.2853016790958356,-1.0197399130157712,-1.0029610262683273,0.24030102489791522,-1.028365870733663,-1.676020840416977,1.3526809855811424,-0.0673556544345474,-0.42807250939347835,-0.6492404930893556,-0.9254007325196485,-0.46131151332605735,0.1556726718769394,0.3418217332312617,-1.2288927486711791,-1.1768923800548332,-0.6683591089246615,-1.1469071832564992,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
-0.3450477836573759,0,1.462202322784011,-0.7813700290886334,1.064487664055538,1.1782012951933094,-0.4919271552215881,0.37840702535570064,-1.0029610262683273,0.24030102489791522,-0.7815771015083295,1.2364353461103124,-0.6576603301225281,-1.1644639717107754,-0.42807250939347835,0.27551802437825607,-0.9254007325196485,-0.3093711654829352,0.1556726718769394,0.3418217332312617,0.3149437930294522,0.872467823849125,0.3549321425264198,-1.1469071832564992,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
-1.0264334069186412,0,-0.5236653845184659,-0.9044004238220503,-1.8594392889342857,-1.573189559483144,-1.281806637140443,0.37840702535570064,-1.0029610262683273,-0.6673540997861319,-0.6131339733069116,0.3208835698995713,2.5588857750033447,-0.8901868923917186,-0.42807250939347835,1.2002765418458676,0.2332727608290527,-0.6132518611691794,0.1556726718769394,0.3418217332312617,-0.8429336132460213,-0.5913608932251309,0.013835058709392709,-0.5631210944817947,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
-0.45861205420092005,0,0.5027381495929267,-0.9044004238220503,-0.8847969712710111,1.1782012951933094,0.6435246000367659,0.37840702535570064,-1.0029610262683273,1.1479561495819623,-0.7336657287283198,-0.3479307198158897,-1.0597285932632623,-0.6159098130726615,-0.42807250939347835,0.27551802437825607,-0.9254007325196485,-0.3093711654829352,-0.6147366093826588,-1.0670240730349723,0.12196422531687327,0.872467823849125,0.3549321425264198,0.6044510830676145,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2.6076232504747736,0,1.29361430268842,-0.7813700290886334,0.08984534639226345,0.26107101030115826,0.7422595352766228,1.7765539637271726,-1.0029610262683273,-1.575009224470179,-0.853594825372621,-0.6144464812377386,0.5485444592996741,1.3040297421607379,2.3360528369758367,-1.5739990105569672,2.550619747526455,0.2983902258895533,0.1556726718769394,-1.0670240730349723,-1.0359131809586002,-1.1768923800548332,-0.6683591089246615,-1.1469071832564992,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-0.6857405952880085,0,1.3779083127362155,1.802268260313123,-1.8594392889342857,1.1782012951933094,0.051114988597624714,0.37840702535570064,-1.0029610262683273,0.24030102489791522,-0.84666424943589,-0.1415914118940266,-0.6576603301225281,1.8525839007988518,2.3360528369758367,-0.6492404930893556,0.2332727608290527,-1.37295360038479,-0.6147366093826588,0.3418217332312617,-1.0359131809586002,-1.1768923800548332,-0.6683591089246615,-1.1469071832564992,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.22277356906034518,0,-1.4533787306338577,1.679237865579706,0.08984534639226345,1.1782012951933094,-1.0843367666607293,-1.0197399130157712,1.3561285689092124,0.24030102489791522,1.212319462550316,-0.7795459818659051,-1.0597285932632623,1.5783068214797948,2.3360528369758367,-0.6492404930893556,-0.9254007325196485,-0.00549046979669098,-0.6147366093826588,0.3418217332312617,0.5079233607420311,0.872467823849125,-0.3272620251076344,1.188237171842319,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
-0.004354972026743229,0,1.2316334129473938,2.171359444513374,0.08984534639226345,0.26107101030115826,1.3840366143356926,0.37840702535570064,0.1765837713204426,0.24030102489791522,-0.08008228495573365,0.31316863996367567,1.3526809855811424,-0.6159098130726615,-0.42807250939347835,-0.6492404930893556,1.3919462541777539,1.058091965105164,0.1556726718769394,-1.0670240730349723,0.12196422531687327,0.872467823849125,1.7193204777945283,0.8963441274549668,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.11791924257028744,0,0.016807974023281914,0.8180251024457873,0.08984534639226345,-1.573189559483144,0.8903619381364082,1.7765539637271726,-1.0029610262683273,-0.6673540997861319,-0.92711919617968,0.29942203753244345,-1.0597285932632623,-0.6159098130726615,-0.42807250939347835,0.27551802437825607,0.2332727608290527,-0.6132518611691794,1.696491234396136,0.3418217332312617,-0.2639949101082846,-0.005829406395428478,-0.6683591089246615,-0.27122805009444234,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
-0.7993048658315527,0,-1.6095705727812435,0.6949947077123703,-0.8847969712710111,1.1782012951933094,-0.8374994285610872,-1.0197399130157712,0.1765837713204426,0.24030102489791522,-0.3946701666056091,-0.2331886709511147,-1.0597285932632623,-0.8901868923917186,-0.42807250939347835,1.2002765418458676,-0.9254007325196485,-0.00549046979669098,0.1556726718769394,0.3418217332312617,0.5079233607420311,0.28693633701942267,-0.6683591089246615,1.188237171842319,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
